ticker,expiry,strike,mid_call,mid_put,lhs,rhs,parity_gap
SPY,2026-12-18,620.0,166.235,3.53,162.705,161.8202747937022,0.8847252062978157
SPY,2026-12-18,625.0,161.48000000000002,3.72,157.76000000000002,156.88538429408618,0.8746157059138397
SPY,2026-12-18,630.0,156.74,3.915,152.82500000000002,151.95049379447016,0.8745062055298547
SPY,2026-12-18,635.0,152.01,4.125,147.885,147.01560329485415,0.8693967051458458
SPY,2026-12-18,640.0,147.29500000000002,4.35,142.94500000000002,142.08071279523813,0.8642872047618937
SPY,2026-12-18,645.0,142.595,4.585,138.01,137.1458222956221,0.8641777043778802
SPY,2026-12-18,650.0,137.915,4.84,133.075,132.2109317960061,0.8640682039938952
SPY,2026-12-18,655.0,133.24,5.105,128.13500000000002,127.27604129639008,0.8589587036099431
SPY,2026-12-18,660.0,128.585,5.390000000000001,123.19500000000001,122.34115079677406,0.8538492032259484
SPY,2026-12-18,665.0,123.945,5.695,118.25,117.40626029715804,0.8437397028419582
SPY,2026-12-18,670.0,119.33,6.02,113.31,112.47136979754202,0.8386302024579777
SPY,2026-12-18,675.0,114.74,6.365,108.375,107.53647929792601,0.8385207020739927
SPY,2026-12-18,680.0,110.17,6.74,103.43,102.60158879830999,0.8284112016900167
SPY,2026-12-18,685.0,105.62,7.135,98.485,97.66669829869397,0.8183017013060265
SPY,2026-12-18,690.0,100.325,7.564999999999999,92.76,92.73180779907796,0.028192200922049437
SPY,2026-12-18,695.0,96.595,8.015,88.58,87.79691729946194,0.7830827005380598
SPY,2026-12-18,700.0,92.12,8.504999999999999,83.61500000000001,82.86202679984592,0.7529732001540879
SPY,2026-12-18,705.0,87.69999999999999,9.035,78.66499999999999,77.9271363002299,0.737863699770088
SPY,2026-12-18,710.0,83.595,9.595,74.0,72.99224580061389,1.0077541993861132
SPY,2026-12-18,715.0,78.96000000000001,10.205,68.75500000000001,68.05735530099787,0.6976446990021401
SPY,2026-12-18,720.0,74.66499999999999,10.87,63.794999999999995,63.12246480138185,0.6725351986181423
SPY,2026-12-18,725.0,70.43,11.59,58.84,58.187574301765835,0.6524256982341683
SPY,2026-12-18,730.0,66.24000000000001,12.37,53.87000000000001,53.25268380214982,0.6173161978501938
SPY,2026-12-18,735.0,62.120000000000005,13.23,48.89,48.3177933025338,0.5722066974661999
SPY,2026-12-18,740.0,58.08,14.16,43.92,43.38290280291778,0.5370971970822183
SPY,2026-12-18,745.0,54.135000000000005,15.18,38.955000000000005,38.448012303301766,0.5069876966982392
SPY,2026-12-18,750.0,50.75,16.3,34.45,33.51312180368575,0.9368781963142538
SPY,2026-12-18,755.0,46.260000000000005,17.52,28.740000000000006,28.578231304069732,0.16176869593027376
SPY,2026-12-18,760.0,42.405,18.865,23.540000000000003,23.643340804453715,-0.10334080445371185
SPY,2026-12-18,765.0,39.42,20.335,19.085,18.708450304837697,0.3765496951623035
SPY,2026-12-18,770.0,35.92,21.955,13.965000000000003,13.77355980522168,0.1914401947783233
SPY,2026-12-18,775.0,32.6,23.73,8.870000000000001,8.838669305605663,0.03133069439433811
SPY,2026-12-18,780.0,29.495,25.68,3.8150000000000013,3.903778805989532,-0.0887788059895307
SPY,2026-12-18,785.0,26.555,27.81,-1.254999999999999,-1.0311116936264852,-0.22388830637351376
SPY,2026-12-18,790.0,23.785,30.135,-6.350000000000001,-5.9660021932425025,-0.38399780675749895
SPY,2026-12-18,795.0,21.195,32.66,-11.464999999999996,-10.90089269285852,-0.5641073071414766
SPY,2026-12-18,800.0,18.79,35.415,-16.625,-15.835783192474537,-0.7892168075254631
SPY,2026-12-18,805.0,16.564999999999998,38.35,-21.785000000000004,-20.770673692090554,-1.0143263079094496
SPY,2026-12-18,810.0,14.535,41.58,-27.044999999999998,-25.70556419170657,-1.3394358082934268
SPY,2026-12-18,820.0,11.0,47.93,-36.93,-35.575345190938606,-1.354654809061394
SPY,2026-12-18,825.0,9.5,52.145,-42.645,-40.51023569055462,-2.13476430944538
SPY,2026-12-18,830.0,8.16,56.14,-47.980000000000004,-45.44512619017064,-2.5348738098293637
AAPL,2026-09-04,220.0,86.375,0.04,86.335,86.34909358121598,-0.014093581215988138
AAPL,2026-09-04,235.0,71.425,0.115,71.31,71.38182638543074,-0.07182638543073949
AAPL,2026-09-04,240.0,66.65,0.055,66.595,66.39273732016898,0.20226267983102275
AAPL,2026-09-04,245.0,61.475,0.145,61.33,61.40364825490724,-0.07364825490724058
AAPL,2026-09-04,250.0,56.525000000000006,0.07,56.455000000000005,56.41455918964547,0.040440810354532175
AAPL,2026-09-04,255.0,51.625,0.105,51.52,51.425470124383736,0.09452987561626713
AAPL,2026-09-04,260.0,46.575,0.16,46.415000000000006,46.43638105912197,-0.021381059121964086
AAPL,2026-09-04,265.0,42.05,0.195,41.855,41.44729199386023,0.40770800613976377
AAPL,2026-09-04,270.0,36.8,0.295,36.504999999999995,36.45820292859844,0.04679707140155642
AAPL,2026-09-04,275.0,31.875,0.395,31.48,31.469113863336702,0.010886136663298629
AAPL,2026-09-04,280.0,26.975,0.54,26.435000000000002,26.480024798074965,-0.04502479807496229
AAPL,2026-09-04,285.0,22.275,0.845,21.43,21.490935732813227,-0.06093573281322762
AAPL,2026-09-04,290.0,18.275,1.365,16.91,16.501846667551433,0.4081533324485669
AAPL,2026-09-04,295.0,13.75,2.2,11.55,11.512757602289696,0.03724239771030469
AAPL,2026-09-04,300.0,10.275,3.575,6.7,6.523668537027959,0.1763314629720414
AAPL,2026-09-04,305.0,7.1,5.55,1.5499999999999998,1.5345794717662216,0.015420528233778263
AAPL,2026-09-04,310.0,4.75,8.275,-3.5250000000000004,-3.4545095934955725,-0.07049040650442784
AAPL,2026-09-04,315.0,3.03,11.55,-8.520000000000001,-8.44359865875731,-0.0764013412426916
AAPL,2026-09-04,320.0,1.855,15.35,-13.495,-13.432687724019047,-0.062312275980952236
AAPL,2026-09-04,325.0,1.125,19.5,-18.375,-18.42177678928084,0.04677678928084106
AAPL,2026-09-04,330.0,0.7,24.275,-23.575,-23.41086585454258,-0.164134145457421
AAPL,2026-09-04,335.0,0.425,29.225,-28.8,-28.399954919804316,-0.4000450801956852
AAPL,2026-09-04,340.0,0.265,34.224999999999994,-33.959999999999994,-33.38904398506605,-0.570956014933941
AAPL,2026-09-25,275.0,33.224999999999994,1.185,32.03999999999999,32.00693767245451,0.033062327545479775
AAPL,2026-09-25,280.0,28.875,1.635,27.24,27.02873573223161,0.2112642677683887
AAPL,2026-09-25,285.0,24.7,2.35,22.349999999999998,22.050533792008764,0.2994662079912338
AAPL,2026-09-25,290.0,20.5,3.175,17.325,17.07233185178586,0.25266814821413774
AAPL,2026-09-25,295.0,16.7,4.525,12.174999999999999,12.094129911563016,0.08087008843698307
AAPL,2026-09-25,300.0,13.725,6.324999999999999,7.4,7.115927971340113,0.284072028659887
AAPL,2026-09-25,305.0,10.625,8.375,2.25,2.1377260311172677,0.11227396888273233
AAPL,2026-09-25,310.0,8.100000000000001,10.925,-2.8249999999999993,-2.840475909105635,0.015475909105635566
AAPL,2026-09-25,315.0,6.025,13.925,-7.9,-7.818677849328537,-0.08132215067146298
AAPL,2026-09-25,320.0,4.449999999999999,17.3,-12.850000000000001,-12.796879789551383,-0.053120210448618366
AAPL,2026-09-25,325.0,3.225,21.225,-18.0,-17.775081729774286,-0.22491827022571442
AAPL,2026-09-25,330.0,2.305,25.35,-23.045,-22.75328366999713,-0.29171633000287045
AAPL,2026-12-18,210.0,99.35,0.55,98.8,98.29889263058885,0.5011073694111445
AAPL,2026-12-18,215.0,94.4,0.6399999999999999,93.76,93.36400213097284,0.3959978690271697
AAPL,2026-12-18,220.0,89.775,0.79,88.985,88.42911163135682,0.5558883686431813
AAPL,2026-12-18,225.0,84.94999999999999,0.95,83.99999999999999,83.4942211317408,0.5057788682591848
AAPL,2026-12-18,230.0,80.35,1.135,79.21499999999999,78.55933063212478,0.6556693678752055
AAPL,2026-12-18,235.0,75.75,1.375,74.375,73.62444013250877,0.7505598674912335
AAPL,2026-12-18,240.0,71.05,1.675,69.375,68.68954963289275,0.6854503671072507
AAPL,2026-12-18,245.0,66.42500000000001,2.01,64.415,63.75465913327673,0.6603408667232742
AAPL,2026-12-18,250.0,61.95,2.435,59.515,58.819768633660715,0.6952313663392857
AAPL,2026-12-18,255.0,57.3,2.91,54.39,53.88487813404467,0.5051218659553314
AAPL,2026-12-18,260.0,53.25,3.5250000000000004,49.725,48.94998763442868,0.775012365571321
AAPL,2026-12-18,265.0,49.025,4.199999999999999,44.825,44.01509713481266,0.8099028651873397
AAPL,2026-12-18,270.0,44.875,5.050000000000001,39.825,39.080206635196646,0.7447933648033569
AAPL,2026-12-18,275.0,40.6,6.025,34.575,34.14531613558063,0.4296838644193741
AAPL,2026-12-18,280.0,36.925,7.175,29.749999999999996,29.210425635964555,0.5395743640354418
AAPL,2026-12-18,285.0,33.224999999999994,8.525,24.699999999999996,24.275535136348537,0.4244648636514583
AAPL,2026-12-18,290.0,30.200000000000003,10.05,20.150000000000002,19.34064463673252,0.8093553632674819
AAPL,2026-12-18,295.0,26.775,11.8,14.974999999999998,14.405754137116503,0.5692458628834949
AAPL,2026-12-18,300.0,23.575,13.75,9.825,9.470863637500486,0.3541363624995135
AAPL,2026-12-18,305.0,20.825,15.9,4.924999999999999,4.5359731378844685,0.3890268621155304
AAPL,2026-12-18,310.0,18.35,18.35,0.0,-0.3989173617315487,0.3989173617315487
AAPL,2026-12-18,315.0,15.975,21.05,-5.075000000000001,-5.333807861347566,0.25880786134756484
AAPL,2026-12-18,320.0,13.85,23.95,-10.1,-10.268698360963583,0.16869836096358348
AAPL,2026-12-18,325.0,11.975,27.125,-15.15,-15.2035888605796,0.053588860579599995
AAPL,2026-12-18,330.0,10.3,30.775,-20.474999999999998,-20.138479360195618,-0.3365206398043803
AAPL,2026-12-18,335.0,8.8,34.325,-25.525000000000002,-25.073369859811635,-0.45163014018836733
AAPL,2026-12-18,340.0,7.5,37.8,-30.299999999999997,-30.008260359427652,-0.29173964057234514
AAPL,2026-12-18,345.0,6.375,42.05,-35.675,-34.94315085904367,-0.7318491409563279
AAPL,2026-12-18,350.0,5.425,45.925,-40.5,-39.87804135865969,-0.6219586413403135
AAPL,2026-12-18,360.0,3.825,54.775000000000006,-50.95,-49.74782235789172,-1.202177642108282
AAPL,2026-12-18,370.0,2.745,64.375,-61.63,-59.617603357123755,-2.012396642876247
